item_id,create_time,warehouse_id,exist_state,color_id,item_type_id
000000000000499,2014-04-25,00005,1,,0004
000000000000500,2017-10-25,00000,0,,0004
000000000000501,2012-06-08,00005,1,,0001
000000000000502,2013-05-25,00001,0,,0007
000000000000503,2012-01-04,00002,1,,0007
000000000000504,2013-06-20,00006,1,,0005
000000000000505,2015-07-05,00009,1,,0005
000000000000506,2020-03-27,00004,1,,0003
000000000000507,2013-05-07,00008,1,,0004
000000000000508,2017-02-22,00006,0,,0006
000000000000509,2019-03-01,00000,1,,0005
000000000000510,2015-07-27,00001,0,,0001
000000000000511,2013-04-15,00008,1,,0007
000000000000512,2014-10-31,00008,1,,0009
000000000000513,2014-10-29,00004,1,,0006
000000000000514,2016-04-22,00004,0,,0009
000000000000515,2015-05-19,00003,0,,0008
000000000000516,2015-01-16,00006,1,,0005
000000000000517,2013-01-23,00000,1,,0002
000000000000518,2017-12-05,00005,0,,0007
000000000000519,2011-08-30,00004,0,,0009
000000000000520,2015-01-03,00004,0,,0007
000000000000521,2012-07-01,00005,0,,0009
000000000000522,2020-02-27,00001,1,,0006
000000000000523,2017-05-04,00007,0,,0008
000000000000524,2019-01-08,00002,1,,0003
000000000000525,2013-01-11,00008,0,,0007
000000000000526,2018-09-14,00004,1,,0007
000000000000527,2015-04-28,00000,0,,0004
000000000000528,2014-05-10,00005,1,,0008
000000000000529,2020-04-18,00003,0,,0002
000000000000530,2019-04-09,00006,0,,0002
000000000000531,2020-04-24,00003,0,,0000
000000000000532,2013-11-27,00001,1,,0003
000000000000533,2019-04-10,00005,1,,0008
000000000000534,2018-07-26,00003,1,,0004
000000000000535,2019-11-05,00006,0,,0000
000000000000536,2020-01-25,00000,0,,0002
000000000000537,2016-01-08,00006,1,,0004
000000000000538,2018-09-03,00008,0,,0000
000000000000539,2014-04-12,00006,1,,0000
000000000000540,2018-03-11,00005,0,,0009
000000000000541,2014-02-20,00008,0,,0003
000000000000542,2011-09-15,00006,0,,0003
000000000000543,2011-09-16,00008,0,,0007
000000000000544,2017-03-21,00004,0,,0000
000000000000545,2012-02-01,00001,0,,0000
000000000000546,2017-05-18,00002,1,,0005
000000000000547,2018-08-06,00003,1,,0001
000000000000548,2013-09-16,00006,1,,0009
000000000000549,2012-10-31,00008,1,,0001
000000000000550,2019-03-26,00003,1,,0006
000000000000551,2013-11-04,00008,1,,0001
000000000000552,2020-02-17,00009,0,,0007
000000000000553,2017-12-31,00004,0,,0004
000000000000554,2019-08-25,00003,1,,0005
000000000000555,2012-12-11,00002,0,,0000
000000000000556,2018-03-07,00002,1,,0001
000000000000557,2014-06-02,00001,1,,0009
000000000000558,2020-02-10,00000,0,,0003
000000000000559,2018-01-18,00007,0,,0005
000000000000560,2013-04-05,00004,0,,0005
000000000000561,2019-10-22,00002,0,,0007
000000000000562,2014-10-02,00003,1,,0007
000000000000563,2018-03-16,00004,1,,0004
000000000000564,2013-05-13,00007,0,,0004
000000000000565,2016-04-07,00006,1,,0009
000000000000566,2018-10-22,00005,0,,0004
000000000000567,2011-10-09,00004,0,,0003
000000000000568,2019-11-19,00008,0,,0007
000000000000569,2019-12-12,00007,1,,0001
000000000000570,2014-09-12,00003,0,,0001
000000000000571,2016-04-30,00006,0,,0009
000000000000572,2017-01-16,00008,0,,0003
000000000000573,2019-07-13,00001,0,,0002
000000000000574,2020-01-05,00006,0,,0000
000000000000575,2016-10-08,00005,1,,0007
000000000000576,2014-01-14,00003,1,,0008
000000000000577,2016-07-20,00000,1,,0002
000000000000578,2019-02-13,00009,1,,0006
000000000000579,2018-12-12,00002,0,,0001
000000000000580,2018-12-10,00004,0,,0009
000000000000581,2019-09-23,00009,1,,0003
000000000000582,2012-11-09,00003,0,,0004
000000000000583,2013-09-10,00009,1,,0004
000000000000584,2019-08-30,00009,0,,0002
000000000000585,2016-04-08,00003,1,,0001
000000000000586,2012-05-25,00008,0,,0003
000000000000587,2018-03-08,00004,0,,0004
000000000000588,2015-04-27,00000,0,,0004
000000000000589,2013-06-29,00002,1,,0001
000000000000590,2016-08-27,00004,1,,0007
000000000000591,2017-04-28,00003,0,,0000
000000000000592,2014-05-02,00005,1,,0008
000000000000593,2018-10-27,00009,1,,0003
000000000000594,2013-11-06,00000,1,,0007
000000000000595,2015-10-31,00002,0,,0005
000000000000596,2016-08-06,00002,1,,0006
000000000000597,2015-04-01,00007,0,,0009
000000000000598,2011-09-24,00005,1,,0004
000000000000599,2012-10-03,00005,1,,0006
000000000000600,2019-06-05,00002,0,,0000
000000000000601,2020-07-05,00006,0,,0006
000000000000602,2016-09-19,00000,1,,0005
000000000000603,2018-03-09,00009,0,,0006
000000000000604,2015-12-19,00004,1,,0004
000000000000605,2015-02-10,00001,1,,0001
000000000000606,2013-04-06,00002,1,,0009
000000000000607,2017-12-08,00009,0,,0003
000000000000608,2019-04-20,00008,1,,0004
000000000000609,2012-04-14,00003,1,,0001
000000000000610,2017-12-06,00001,0,,0009
000000000000611,2019-07-23,00003,1,,0006
000000000000612,2015-02-19,00006,0,,0009
000000000000613,2013-02-26,00007,1,,0001
000000000000614,2018-03-11,00006,0,,0002
000000000000615,2012-02-10,00007,0,,0001
000000000000616,2017-04-08,00009,0,,0009
000000000000617,2018-09-07,00008,0,,0002
000000000000618,2015-11-06,00005,0,,0003
000000000000619,2011-09-22,00001,0,,0002
000000000000620,2016-06-03,00003,1,,0000
000000000000621,2020-05-19,00004,1,,0009
000000000000622,2014-08-24,00007,0,,0003
000000000000623,2019-05-02,00007,1,,0009
000000000000624,2017-05-29,00008,1,,0009
000000000000625,2012-10-26,00002,0,,0008
000000000000626,2016-03-15,00001,0,,0005
000000000000627,2018-01-10,00000,1,,0002
000000000000628,2014-08-12,00002,0,,0000
000000000000629,2019-12-26,00005,0,,0003
000000000000630,2017-01-08,00002,1,,0006
000000000000631,2013-11-16,00001,0,,0004
000000000000632,2018-06-10,00000,0,,0003
000000000000633,2018-01-24,00000,1,,0008
000000000000634,2018-09-04,00005,0,,0004
000000000000635,2015-11-20,00002,0,,0003
000000000000636,2013-06-10,00004,0,,0006
000000000000637,2011-09-21,00006,1,,0001
000000000000638,2012-12-31,00001,1,,0005
000000000000639,2020-01-05,00001,0,,0008
000000000000640,2011-12-04,00002,0,,0004
000000000000641,2016-09-11,00005,1,,0003
000000000000642,2015-06-15,00007,0,,0003
000000000000643,2017-01-03,00001,1,,0000
000000000000644,2014-11-11,00005,1,,0006
000000000000645,2013-02-21,00002,1,,0006
000000000000646,2012-03-18,00004,0,,0003
000000000000647,2015-03-15,00008,1,,0000
000000000000648,2020-01-22,00003,1,,0007
000000000000649,2018-08-04,00002,0,,0005
000000000000650,2013-07-30,00004,0,,0005
000000000000651,2013-11-01,00008,0,,0005
000000000000652,2019-07-17,00005,0,,0004
000000000000653,2017-03-25,00000,0,,0003
000000000000654,2017-12-04,00000,1,,0001
000000000000655,2019-01-20,00005,0,,0002
000000000000656,2016-02-02,00002,0,,0001
000000000000657,2016-04-30,00002,1,,0009
000000000000658,2020-01-10,00006,1,,0007
000000000000659,2019-09-02,00005,1,,0008
000000000000660,2013-08-23,00005,1,,0009
000000000000661,2015-05-16,00002,1,,0004
000000000000662,2016-06-08,00009,1,,0005
000000000000663,2017-10-20,00008,1,,0004
000000000000664,2016-07-29,00005,0,,0007
000000000000665,2016-10-23,00000,0,,0002
000000000000666,2016-10-10,00002,1,,0006
000000000000667,2012-03-17,00008,1,,0004
000000000000668,2017-09-26,00006,0,,0001
000000000000669,2013-01-10,00006,1,,0000
000000000000670,2017-11-23,00005,0,,0008
000000000000671,2018-03-27,00002,1,,0006
000000000000672,2019-08-24,00002,0,,0004
000000000000673,2018-12-08,00007,0,,0009
000000000000674,2019-04-12,00004,1,,0007
000000000000675,2019-07-07,00009,0,,0006
000000000000676,2019-09-07,00002,0,,0008
000000000000677,2011-08-28,00009,1,,0000
000000000000678,2015-02-03,00000,1,,0007
000000000000679,2019-03-13,00009,0,,0000
000000000000680,2013-09-21,00001,0,,0006
000000000000681,2015-09-28,00006,0,,0004
000000000000682,2012-03-26,00000,0,,0007
000000000000683,2017-03-11,00003,0,,0008
000000000000684,2019-04-05,00009,0,,0008
000000000000685,2019-06-23,00002,1,,0009
000000000000686,2019-07-18,00005,0,,0008
000000000000687,2016-07-30,00005,1,,0009
000000000000688,2017-03-16,00003,0,,0001
000000000000689,2014-05-17,00009,0,,0007
000000000000690,2013-10-04,00007,1,,0005
000000000000691,2016-05-31,00004,0,,0009
000000000000692,2013-02-24,00009,0,,0009
000000000000693,2015-02-27,00008,1,,0006
000000000000694,2017-01-18,00004,1,,0002
000000000000695,2012-12-05,00009,1,,0009
000000000000696,2017-04-14,00003,1,,0006
000000000000697,2018-07-03,00001,1,,0008
000000000000698,2014-04-08,00008,1,,0005
000000000000699,2013-01-28,00009,1,,0009
000000000000700,2018-03-27,00004,1,,0004
000000000000701,2011-09-03,00001,0,,0000
000000000000702,2019-06-29,00000,0,,0004
000000000000703,2016-04-01,00000,0,,0004
000000000000704,2015-12-06,00009,1,,0007
000000000000705,2018-06-10,00005,1,,0004
000000000000706,2019-03-26,00009,0,,0005
000000000000707,2018-08-29,00002,0,,0004
000000000000708,2017-08-26,00003,1,,0006
000000000000709,2012-08-13,00003,1,,0008
000000000000710,2018-12-27,00000,1,,0008
000000000000711,2012-08-25,00002,0,,0004
000000000000712,2017-08-12,00008,0,,0000
000000000000713,2015-02-18,00005,0,,0001
000000000000714,2012-04-18,00008,0,,0003
000000000000715,2014-09-15,00001,1,,0003
000000000000716,2018-09-19,00000,1,,0003
000000000000717,2017-10-10,00001,0,,0006
000000000000718,2020-06-26,00008,1,,0008
000000000000719,2018-08-03,00009,0,,0007
000000000000720,2014-01-25,00007,1,,0006
000000000000721,2019-08-03,00006,1,,0002
000000000000722,2017-01-23,00004,0,,0001
000000000000723,2016-12-14,00007,0,,0009
000000000000724,2016-03-21,00003,1,,0004
000000000000725,2015-04-23,00004,0,,0003
000000000000726,2015-11-21,00009,0,,0009
000000000000727,2012-10-21,00006,1,,0006
000000000000728,2018-09-14,00006,0,,0001
000000000000729,2015-07-28,00004,1,,0002
000000000000730,2016-01-31,00007,1,,0000
000000000000731,2018-05-23,00009,1,,0002
000000000000732,2016-12-07,00005,1,,0003
000000000000733,2013-01-23,00007,0,,0007
000000000000734,2016-08-17,00004,0,,0004
000000000000735,2016-05-20,00002,1,,0000
000000000000736,2018-10-18,00002,1,,0002
000000000000737,2019-11-06,00008,1,,0002
000000000000738,2018-06-23,00006,1,,0009
000000000000739,2020-04-24,00005,1,,0005
000000000000740,2012-07-12,00007,1,,0005
000000000000741,2017-10-27,00003,0,,0007
000000000000742,2019-08-12,00009,0,,0008
000000000000743,2019-05-18,00006,1,,0007
000000000000744,2012-03-26,00007,1,,0007
000000000000745,2014-01-05,00003,1,,0002
000000000000746,2019-06-07,00006,1,,0006
000000000000747,2020-01-25,00002,0,,0006
000000000000748,2014-02-16,00008,0,,0002
000000000000749,2013-03-03,00005,0,,0000
000000000000750,2013-08-02,00001,0,,0001
000000000000751,2020-03-02,00005,0,,0003
000000000000752,2012-08-17,00002,1,,0008
000000000000753,2012-09-23,00005,0,,0000
000000000000754,2018-12-21,00000,1,,0008
000000000000755,2019-04-17,00004,1,,0000
000000000000756,2014-01-23,00003,1,,0005
000000000000757,2017-09-17,00004,1,,0007
000000000000758,2017-10-10,00003,1,,0005
000000000000759,2015-07-03,00000,1,,0004
000000000000760,2018-08-31,00000,0,,0005
000000000000761,2018-12-07,00000,0,,0001
000000000000762,2018-05-03,00005,1,,0001
000000000000763,2016-07-29,00001,0,,0001
000000000000764,2020-06-12,00004,0,,0006
000000000000765,2015-05-24,00000,1,,0005
000000000000766,2016-02-16,00007,1,,0004
000000000000767,2011-09-29,00007,1,,0004
000000000000768,2017-06-16,00002,1,,0003
000000000000769,2012-08-17,00004,0,,0003
000000000000770,2014-11-26,00001,1,,0003
000000000000771,2018-03-29,00002,0,,0002
000000000000772,2011-11-08,00002,1,,0005
000000000000773,2012-04-29,00004,0,,0003
000000000000774,2017-01-14,00004,1,,0005
000000000000775,2011-10-17,00003,1,,0009
000000000000776,2017-05-05,00001,1,,0001
000000000000777,2020-06-25,00005,0,,0001
000000000000778,2016-07-24,00000,1,,0006
000000000000779,2012-11-15,00007,1,,0005
000000000000780,2017-09-24,00005,0,,0007
000000000000781,2017-06-19,00001,0,,0005
000000000000782,2014-10-02,00002,0,,0008
000000000000783,2015-10-02,00001,1,,0006
000000000000784,2015-07-06,00004,1,,0000
000000000000785,2019-09-05,00003,0,,0000
000000000000786,2018-05-09,00008,0,,0009
000000000000787,2018-12-13,00009,0,,0009
000000000000788,2014-12-28,00003,0,,0000
000000000000789,2012-05-09,00001,1,,0009
000000000000790,2019-03-28,00007,0,,0002
000000000000791,2012-08-17,00001,0,,0002
000000000000792,2011-12-06,00002,0,,0008
000000000000793,2016-12-08,00000,0,,0007
000000000000794,2013-08-05,00003,0,,0002
000000000000795,2016-01-13,00006,0,,0001
000000000000796,2013-03-28,00003,0,,0004
000000000000797,2014-02-13,00008,0,,0003
000000000000798,2011-11-11,00005,1,,0008
000000000000799,2019-08-01,00003,1,,0004
000000000000800,2018-07-31,00009,0,,0007
000000000000801,2017-09-04,00003,0,,0004
000000000000802,2014-02-13,00005,0,,0006
000000000000803,2017-11-29,00004,0,,0006
000000000000804,2020-03-16,00007,0,,0006
000000000000805,2015-12-04,00000,1,,0002
000000000000806,2016-04-20,00003,0,,0007
000000000000807,2020-07-16,00006,0,,0007
000000000000808,2020-05-31,00008,1,,0001
000000000000809,2014-11-17,00003,0,,0006
000000000000810,2012-11-29,00004,0,,0009
000000000000811,2020-07-01,00003,0,,0002
000000000000812,2012-10-03,00001,0,,0006
000000000000813,2012-11-13,00005,0,,0009
000000000000814,2015-05-07,00008,1,,0000
000000000000815,2017-12-07,00004,1,,0006
000000000000816,2014-03-14,00001,0,,0002
000000000000817,2015-05-13,00000,1,,0002
000000000000818,2012-06-03,00001,0,,0008
000000000000819,2015-05-30,00002,1,,0007
000000000000820,2019-08-30,00004,0,,0006
000000000000821,2016-11-26,00002,0,,0006
000000000000822,2017-02-12,00003,1,,0008
000000000000823,2017-11-05,00008,1,,0008
000000000000824,2018-01-16,00007,0,,0002
000000000000825,2014-07-16,00009,0,,0007
000000000000826,2018-09-02,00005,1,,0000
000000000000827,2013-06-01,00002,0,,0003
000000000000828,2016-10-14,00001,1,,0009
000000000000829,2014-09-23,00000,1,,0006
000000000000830,2012-11-23,00001,1,,0003
000000000000831,2017-08-31,00002,0,,0002
000000000000832,2017-03-12,00009,1,,0000
000000000000833,2017-05-15,00008,0,,0003
000000000000834,2014-03-01,00006,0,,0002
000000000000835,2013-08-03,00005,0,,0004
000000000000836,2015-05-20,00000,1,,0004
000000000000837,2019-07-23,00007,1,,0009
000000000000838,2013-10-03,00002,1,,0003
000000000000839,2017-12-03,00003,0,,0004
000000000000840,2015-01-10,00008,0,,0007
000000000000841,2016-11-02,00002,1,,0003
000000000000842,2012-06-20,00009,0,,0009
000000000000843,2016-08-19,00002,1,,0009
000000000000844,2019-12-01,00004,0,,0005
000000000000845,2020-04-03,00004,0,,0000
000000000000846,2019-07-12,00006,0,,0004
000000000000847,2018-09-28,00004,1,,0002
000000000000848,2019-12-06,00003,1,,0007
000000000000849,2012-02-08,00007,1,,0009
000000000000850,2016-05-17,00005,1,,0002
000000000000851,2013-12-31,00005,0,,0009
000000000000852,2019-01-21,00003,0,,0007
000000000000853,2015-07-25,00007,1,,0001
000000000000854,2017-03-03,00001,1,,0007
000000000000855,2015-03-21,00001,1,,0000
000000000000856,2014-09-02,00003,1,,0002
000000000000857,2017-05-28,00002,1,,0009
000000000000858,2012-03-23,00008,1,,0006
000000000000859,2018-10-20,00004,1,,0000
000000000000860,2017-03-22,00002,1,,0003
000000000000861,2013-06-02,00007,0,,0005
000000000000862,2011-10-04,00002,0,,0003
000000000000863,2011-10-18,00004,1,,0006
000000000000864,2011-10-21,00005,1,,0006
000000000000865,2018-09-10,00005,1,,0007
000000000000866,2013-04-24,00008,1,,0008
000000000000867,2015-02-11,00006,0,,0000
000000000000868,2017-08-02,00004,1,,0009
000000000000869,2017-03-29,00006,1,,0007
000000000000870,2015-03-17,00000,0,,0000
000000000000871,2017-06-22,00002,1,,0009
000000000000872,2019-02-20,00004,0,,0003
000000000000873,2019-04-29,00009,0,,0002
000000000000874,2018-03-02,00000,1,,0000
000000000000875,2012-08-29,00009,1,,0002
000000000000876,2017-07-31,00001,0,,0002
000000000000877,2020-07-02,00009,0,,0005
000000000000878,2015-12-27,00005,1,,0004
000000000000879,2019-02-08,00006,0,,0008
000000000000880,2012-02-26,00008,1,,0004
000000000000881,2016-04-13,00001,0,,0005
000000000000882,2013-04-29,00002,0,,0003
000000000000883,2019-11-25,00002,1,,0002
000000000000884,2015-09-30,00005,1,,0000
000000000000885,2020-04-01,00004,1,,0002
000000000000886,2012-07-07,00006,0,,0009
000000000000887,2019-04-09,00000,1,,0008
000000000000888,2014-05-06,00009,1,,0007
000000000000889,2020-07-29,00006,0,,0001
000000000000890,2013-10-18,00008,0,,0006
000000000000891,2017-12-04,00000,1,,0000
000000000000892,2015-12-12,00002,0,,0002
000000000000893,2014-06-18,00009,1,,0001
000000000000894,2016-02-22,00009,0,,0004
000000000000895,2016-01-10,00005,1,,0006
000000000000896,2015-07-07,00001,0,,0006
000000000000897,2015-04-18,00004,1,,0002
000000000000898,2015-07-02,00007,1,,0005
000000000000899,2019-03-01,00001,1,,0000
000000000000900,2014-08-06,00008,0,,0002
000000000000901,2018-11-19,00000,1,,0005
000000000000902,2016-07-02,00007,0,,0005
000000000000903,2016-03-19,00005,0,,0003
000000000000904,2019-10-31,00004,0,,0003
000000000000905,2018-07-25,00008,0,,0003
000000000000906,2014-08-14,00002,1,,0001
000000000000907,2014-05-11,00002,0,,0008
000000000000908,2014-11-03,00008,0,,0000
000000000000909,2012-08-04,00002,1,,0001
000000000000910,2011-08-21,00000,0,,0003
000000000000911,2015-11-30,00005,1,,0001
000000000000912,2011-08-19,00005,0,,0000
000000000000913,2013-06-06,00009,0,,0000
000000000000914,2018-10-16,00004,0,,0009
000000000000915,2016-12-06,00007,0,,0006
000000000000916,2015-05-19,00004,1,,0000
000000000000917,2012-11-07,00007,0,,0008
000000000000918,2013-04-25,00004,0,,0008
000000000000919,2018-10-22,00008,1,,0001
000000000000920,2016-09-23,00005,0,,0006
000000000000921,2015-04-09,00005,0,,0001
000000000000922,2012-04-12,00006,0,,0003
000000000000923,2020-03-12,00007,1,,0006
000000000000924,2013-03-29,00003,1,,0002
000000000000925,2016-04-24,00004,1,,0006
000000000000926,2017-02-21,00002,1,,0001
000000000000927,2017-05-12,00006,0,,0001
000000000000928,2013-12-04,00007,0,,0003
000000000000929,2018-05-08,00008,1,,0009
000000000000930,2018-04-05,00009,1,,0001
000000000000931,2015-12-03,00001,1,,0008
000000000000932,2017-07-10,00001,0,,0001
000000000000933,2012-03-05,00007,1,,0006
000000000000934,2015-09-14,00008,1,,0007
000000000000935,2017-09-07,00007,1,,0002
000000000000936,2013-08-17,00000,0,,0002
000000000000937,2014-03-11,00005,1,,0003
000000000000938,2015-06-23,00001,1,,0004
000000000000939,2014-01-26,00008,1,,0005
000000000000940,2014-10-27,00007,0,,0002
000000000000941,2016-02-07,00004,1,,0009
000000000000942,2015-01-12,00007,0,,0006
000000000000943,2019-12-07,00009,0,,0000
000000000000944,2019-06-27,00004,1,,0000
000000000000945,2014-05-22,00002,1,,0004
000000000000946,2014-05-19,00001,1,,0007
000000000000947,2014-06-28,00001,1,,0006
000000000000948,2020-04-21,00006,0,,0001
000000000000949,2016-01-02,00004,0,,0005
000000000000950,2017-05-13,00009,0,,0007
000000000000951,2013-08-04,00008,1,,0000
000000000000952,2012-09-23,00007,0,,0007
000000000000953,2020-04-01,00003,0,,0005
000000000000954,2017-04-11,00005,0,,0009
000000000000955,2015-04-09,00009,1,,0000
000000000000956,2012-07-16,00000,1,,0003
000000000000957,2014-03-21,00001,0,,0009
000000000000958,2014-10-27,00002,0,,0003
000000000000959,2017-01-07,00003,0,,0000
000000000000960,2015-07-20,00002,1,,0005
000000000000961,2012-03-17,00005,1,,0000
000000000000962,2020-06-14,00004,0,,0001
000000000000963,2013-06-26,00008,0,,0005
000000000000964,2014-08-15,00006,0,,0003
000000000000965,2018-07-09,00003,0,,0000
000000000000966,2019-10-04,00005,1,,0004
000000000000967,2018-07-04,00006,1,,0003
000000000000968,2015-12-11,00009,1,,0006
000000000000969,2019-05-14,00004,0,,0006
000000000000970,2012-02-29,00000,1,,0008
000000000000971,2016-08-05,00000,1,,0002
000000000000972,2015-09-17,00005,1,,0001
000000000000973,2019-08-01,00005,1,,0006
000000000000974,2019-05-18,00007,0,,0002
000000000000975,2018-06-23,00000,0,,0007
000000000000976,2014-08-10,00004,1,,0001
000000000000977,2012-06-02,00003,0,,0004
000000000000978,2018-02-10,00005,1,,0008
000000000000979,2014-11-13,00008,0,,0002
000000000000980,2017-10-27,00002,0,,0006
000000000000981,2015-10-30,00008,1,,0006
000000000000982,2017-10-07,00004,1,,0007
000000000000983,2013-05-03,00009,1,,0008
000000000000984,2018-08-29,00001,0,,0007
000000000000985,2013-09-27,00007,1,,0001
000000000000986,2012-05-24,00001,1,,0001
000000000000987,2015-01-27,00001,1,,0009
000000000000988,2019-10-01,00006,0,,0002
000000000000989,2015-06-08,00004,1,,0006
000000000000990,2012-07-10,00008,0,,0006
000000000000991,2020-07-09,00008,0,,0001
000000000000992,2014-06-10,00000,1,,0002
000000000000993,2017-12-08,00000,1,,0009
000000000000994,2020-04-02,00006,0,,0003
000000000000995,2012-10-18,00004,0,,0003
000000000000996,2020-06-20,00002,1,,0008
000000000000997,2017-02-24,00007,0,,0001
000000000000998,2016-01-21,00002,1,,0001
000000000000999,2019-01-27,00002,0,,0003
